Material ID,Formula
mp-1113059,Cs2KAlCl6
mp-1113061,Cs2KAlBr6
mp-1113283,Cs2InSbI6
mp-1113091,Cs2InSbF6
mp-1112887,Cs2InSbCl6
mp-1113094,Cs2InSbBr6
mp-1112901,Cs2InHgI6
mp-1112904,Cs2InHgCl6
mp-1113300,Cs2InHgBr6
mp-1113095,Cs2InGaI6
mp-1113099,Cs2InGaF6
mp-1113201,Cs2InGaCl6
mp-1112627,Cs2InGaBr6
mp-1112609,Cs2InCuCl6
mp-1113481,Cs2InCuBr6
mp-1112890,Cs2InBiI6
mp-989538,Cs2InBiF6
mp-1112889,Cs2InBiCl6
mp-1112892,Cs2InBiBr6
mp-1113414,Cs2InAuI6
mp-1112611,Cs2InAuF6
mp-1112620,Cs2InAuCl6
mp-1112924,Cs2InAuBr6
mp-1112891,Cs2InAsI6
mp-1113279,Cs2InAsF6
mp-1112894,Cs2InAsCl6
mp-1112893,Cs2InAsBr6
mp-1113565,Cs2InAgI6
mp-1113588,Cs2InAgF6
mp-1096926,Cs2InAgCl6
mp-1113554,Cs2InAgBr6
mp-1113295,Cs2HgSbI6
mp-1112957,Cs2HgSbF6
mp-1112902,Cs2HgSbCl6
mp-1113296,Cs2HgSbBr6
mp-1112589,Cs2HgPdF6
mp-1113299,Cs2HgMoF6
mp-1112948,Cs2HgIrF6
mp-1113303,Cs2HgBiI6
mp-1113304,Cs2HgBiF6
mp-1112906,Cs2HgBiCl6
mp-1112905,Cs2HgBiBr6
mp-1112640,Cs2HgAuF6
mp-1113305,Cs2HgAuBr6
mp-1112908,Cs2HgAsI6
mp-1112603,Cs2HgAsF6
mp-1112907,Cs2HgAsCl6
mp-1112911,Cs2HgAsBr6
mp-1112633,Cs2GdAuCl6
mp-1113592,Cs2GdAgCl6
mp-1112903,Cs2GaHgI6
mp-1113301,Cs2GaHgCl6
mp-1113302,Cs2GaHgBr6
mp-1113524,Cs2GaCuCl6
mp-1112925,Cs2GaAuI6
mp-1112947,Cs2GaAuF6
mp-1113415,Cs2GaAuCl6
mp-1113416,Cs2GaAuBr6
mp-1113594,Cs2GaAgI6
mp-1113583,Cs2GaAgF6
mp-1113623,Cs2GaAgCl6
mp-1113553,Cs2GaAgBr6
mp-1113361,Cs2EuCuCl6
mp-1113420,Cs2EuAuCl6
mp-1113566,Cs2EuAgCl6
mp-1112917,Cs2ErCuCl6
mp-1112928,Cs2ErAuCl6
mp-1113595,Cs2ErAgCl6
mp-1112958,Cs2DyCuCl6
mp-1112927,Cs2DyAuCl6
mp-1113610,Cs2DyAgCl6
mp-1113353,Cs2CuSbI6
mp-1112956,Cs2CuSbCl6
mp-1113354,Cs2CuSbBr6
mp-1113357,Cs2CuMoI6
mp-1113360,Cs2CuMoCl6
mp-1112914,Cs2CuMoBr6
mp-1113364,Cs2CuBiI6
mp-1113369,Cs2CuBiF6
mp-1113377,Cs2CuBiCl6
mp-1112915,Cs2CuBiBr6
mp-1112959,Cs2CuAuF6
mp-1113490,Cs2CuAuCl6
mp-1112612,Cs2CuAsCl6
mp-1112592,Cs2CrHgF6
mp-1112601,Cs2CoHgF6
mp-1113539,Cs2CoAgF6
mp-1113362,Cs2CeCuI6
mp-1113363,Cs2CeCuCl6
mp-1113567,Cs2CeAgI6
mp-1113538,Cs2CeAgF6
mp-1113570,Cs2CeAgCl6
mp-1113569,Cs2CeAgBr6
mp-1113421,Cs2BiAuI6
mp-1113443,Cs2BiAuCl6
mp-1112930,Cs2BiAuBr6
mp-1112929,Cs2AsAuI6
mp-1113526,Cs2AsAuF6
mp-1112619,Cs2AsAuCl6
mp-1112632,Cs2AsAuBr6
mp-1112111,Cs2AlTlI6
mp-1111952,Cs2AlTlF6
mp-1112505,Cs2AlTlCl6
mp-1112506,Cs2AlTlBr6
mp-1112896,Cs2AlInI6
mp-1112586,Cs2AlInF6
mp-1113280,Cs2AlInCl6
mp-1113281,Cs2AlInBr6
mp-1113308,Cs2AlHgF6
mp-1112616,Cs2AlHgCl6
mp-1112629,Cs2AlHgBr6
mp-1113378,Cs2AlCuCl6
mp-1112932,Cs2AlAuI6
mp-1113422,Cs2AlAuF6
mp-1113423,Cs2AlAuCl6
mp-1113424,Cs2AlAuBr6
mp-1113614,Cs2AlAgF6
mp-1113621,Cs2AlAgCl6
mp-1113577,Cs2AlAgBr6
mp-1112941,Cs2AgSbI6
mp-1112940,Cs2AgSbCl6
mp-1112943,Cs2AgSbBr6
mp-1113468,Cs2AgMoF6
mp-1113480,Cs2AgMoCl6
mp-1113557,Cs2AgMoBr6
mp-1113622,Cs2AgIrF6
mp-1113574,Cs2AgBiI6
mp-1078258,Cs2AgBiCl6
mp-1078250,Cs2AgBiBr6
mp-1113576,Cs2AgAuF6
mp-568448,Cs2AgAuCl6
mp-1113575,Cs2AgAuBr6
mp-1113543,Cs2AgAsCl6
