"formula","A","B1","B2","X","tolerance_factor","irA","rsA","rpA","rdA","XcA","eaA","ipA","hoalA","lualA","irB1","rsB1","rpB1","rdB1","XcB1","eaB1","ipB1","hoalB1","lualB1","irB2","rsB2","rpB2","rdB2","XcB2","eaB2","ipB2","hoalB2","lualB2","irX","rsX","rpX","rdX","XcX","eaX","ipX","hoalX","lualX" 
"Cu2PdScBr6","Cu","Pd","Sc","Br","0.7346913463898286","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Cu2PdTiF6","Cu","Pd","Ti","F","0.7576144084141581","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Cu2PdTiCl6","Cu","Pd","Ti","Cl","0.7476784817464314","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Cu2PdTiI6","Cu","Pd","Ti","I","0.7420873286657406","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Cu2PdTiBr6","Cu","Pd","Ti","Br","0.7453287693587933","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Cu2PdVF6","Cu","Pd","V","F","0.7634571930548842","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Cu2PdVCl6","Cu","Pd","V","Cl","0.7523032970974403","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Cu2PdVI6","Cu","Pd","V","I","0.7460416128326983","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Cu2PdVBr6","Cu","Pd","V","Br","0.7496704903453494","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Cu2PdYF6","Cu","Pd","Y","F","0.715626139996024","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Cu2PdYCl6","Cu","Pd","Y","Cl","0.7140256342314255","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Cu2PdYI6","Cu","Pd","Y","I","0.7131093854411021","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Cu2PdYBr6","Cu","Pd","Y","Br","0.7136419640071255","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2CuInF6","K","Cu","In","F","0.992958458687492","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2CuInCl6","K","Cu","In","Cl","0.9400841599589937","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2CuInI6","K","Cu","In","I","0.9096449044409854","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2CuInBr6","K","Cu","In","Br","0.9273531556544884","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2CuYF6","K","Cu","Y","F","0.9700263926669958","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2CuYCl6","K","Cu","Y","Cl","0.9223131928520185","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2CuYI6","K","Cu","Y","I","0.8946589916824851","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2CuYBr6","K","Cu","Y","Br","0.910763653764426","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.77","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2CuAgF6","K","Cu","Ag","F","1.01454451213722","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2CuAgCl6","K","Cu","Ag","Cl","0.9566738804288585","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2CuAgI6","K","Cu","Ag","I","0.9235680407334496","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2CuAgBr6","K","Cu","Ag","Br","0.9428090415820631","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2CuInF6","K","Cu","In","F","1.002437775715535","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2CuInCl6","K","Cu","In","Cl","0.9473857845023645","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2CuInI6","K","Cu","In","I","0.9157807891252417","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2CuInBr6","K","Cu","In","Br","0.9341594173473653","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2CuPdF6","K","Cu","Pd","F","1.0120998265658052","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2CuPdCl6","K","Cu","Pd","Cl","0.9548017201931853","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2CuPdI6","K","Cu","Pd","I","0.9220000134996067","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2CuPdBr6","K","Cu","Pd","Br","0.9410663261632424","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2CuSbF6","K","Cu","Sb","F","1.0120998265658052","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2CuSbCl6","K","Cu","Sb","Cl","0.9548017201931853","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2CuSbI6","K","Cu","Sb","I","0.9220000134996067","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2CuSbBr6","K","Cu","Sb","Br","0.9410663261632424","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2CuScF6","K","Cu","Sc","F","1.0157712890563706","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2CuScCl6","K","Cu","Sc","Cl","0.9576127164253537","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2CuScI6","K","Cu","Sc","I","0.9243540560872654","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2CuScBr6","K","Cu","Sc","Br","0.9436828219727788","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2CuYF6","K","Cu","Y","F","0.9790709277967579","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2CuYCl6","K","Cu","Y","Cl","0.9293403409880339","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2CuYI6","K","Cu","Y","I","0.9005937113619708","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2CuYBr6","K","Cu","Y","Br","0.9173277161338993","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.73","1.191","0.325","0.312","1.9","118.4","7.72638","7","8","0.9","1.693","0.646","0.865","1.22","29.6","20.52","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2PdAgF6","K","Pd","Ag","F","1.0500535700620228","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2PdAgCl6","K","Pd","Ag","Cl","0.9836767722151569","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2PdAgI6","K","Pd","Ag","I","0.9460940905074363","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2PdAgBr6","K","Pd","Ag","Br","0.9679028183542094","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.75","1.286","0.462","0.536","1.93","125.6","34.83","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2PdCrF6","K","Pd","Cr","F","1.0867307322763495","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2PdCrCl6","K","Pd","Cr","Cl","1.0111993347538193","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2PdCrI6","K","Pd","Cr","I","0.9688813701182308","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2PdCrBr6","K","Pd","Cr","Br","0.993398795032808","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2PdGaF6","K","Pd","Ga","F","1.0853266874026075","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2PdGaCl6","K","Pd","Ga","Cl","1.0101525445522108","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2PdGaI6","K","Pd","Ga","I","0.9680178394853269","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2PdGaBr6","K","Pd","Ga","Br","0.9924305700863824","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2PdInF6","K","Pd","In","F","1.0370899457402694","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2PdInCl6","K","Pd","In","Cl","0.9738596387599158","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2PdInI6","K","Pd","In","I","0.9379240206412234","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2PdInBr6","K","Pd","In","Br","0.9587888558461659","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2PdMoF6","K","Pd","Mo","F","1.0660442335655056","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2PdMoCl6","K","Pd","Mo","Cl","0.9957217939157506","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2PdMoI6","K","Pd","Mo","I","0.9560880421677261","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2PdMoBr6","K","Pd","Mo","Br","0.9790709277967581","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2PdNbF6","K","Pd","Nb","F","1.0579884836896956","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2PdNbCl6","K","Pd","Nb","Cl","0.9896626349264053","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2PdNbI6","K","Pd","Nb","I","0.9510648125241128","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2PdNbBr6","K","Pd","Nb","Br","0.9734548421688606","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2PdNiF6","K","Pd","Ni","F","1.0909647481163873","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2PdNiCl6","K","Pd","Ni","Cl","1.0143527630326772","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2PdNiI6","K","Pd","Ni","I","0.9714812306820544","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2PdNiBr6","K","Pd","Ni","Br","0.9963148384624544","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2PdPdF6","K","Pd","Pd","F","1.0474349826055092","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2PdPdCl6","K","Pd","Pd","Cl","0.9816975432972187","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2PdPdI6","K","Pd","Pd","I","0.9444487094804669","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2PdPdBr6","K","Pd","Pd","Br","0.9660661906153969","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2PdRhF6","K","Pd","Rh","F","1.0728516680071754","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2PdRhCl6","K","Pd","Rh","Cl","1.000828059525575","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2PdRhI6","K","Pd","Rh","I","0.9603147797546745","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"K2PdRhBr6","K","Pd","Rh","Br","0.9838007390421529","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"K2PdRuF6","K","Pd","Ru","F","1.0687568143124915","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"K2PdRuCl6","K","Pd","Ru","Cl","0.9977580348031038","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"K2PdRuI6","K","Pd","Ru","I","0.9577742644643181","1.64","2.162","0.593","0.0","0.82","48.4","4.34066","6","7","0.59","0.0","0.497","0.567","2.2","53.7","8.3369","10","11","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
