formula,A,B1,B2,X,tolerance_factor,Eg,irA,rsA,rpA,rdA,XcA,eaA,ipA,hoalA,lualA,irB1,rsB1,rpB1,rdB1,XcB1,eaB1,ipB1,hoalB1,lualB1,irB2,rsB2,rpB2,rdB2,XcB2,eaB2,ipB2,hoalB2,lualB2,irX,rsX,rpX,rdX,XcX,eaX,ipX,hoalX,lualX
Cs2SrHgCl6,Cs,Hg,Sr,Cl,0.878526607,2.75994,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2SrHgI6,Cs,Hg,Sr,I,0.858629663,1.05118,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2SrHgBr6,Cs,Hg,Sr,Br,0.870285269,1.997393,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2TiHgCl6,Cs,Hg,Ti,Cl,0.928549474,0.440574,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.14,1.126,0.494,0.607,2,0,18.759,15,14,0.86,1.477,0.468,0.489,1.54,7.6,13.58,8,7,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2GeBaCl6,Cs,Ge,Ba,Cl,0.915517201,3.653177,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2GeBaI6,Cs,Ge,Ba,I,0.890430761,2.755305,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2GeBaBr6,Cs,Ge,Ba,Br,0.90509668,3.172842,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaGeCl6,Cs,Ge,Ca,Cl,0.97541085,3.778029,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1,1.69,0.539,0,1,2.37,11.871,7,6,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaGeI6,Cs,Ge,Ca,I,0.941271017,2.527974,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1,1.69,0.539,0,1,2.37,11.871,7,6,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaGeBr6,Cs,Ge,Ca,Br,0.961164616,3.222951,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1,1.69,0.539,0,1,2.37,11.871,7,6,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2GeCdCl6,Cs,Ge,Cd,Cl,0.921987287,1.779188,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2GeCdI6,Cs,Ge,Cd,I,0.895961387,0.632985,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2GeCdBr6,Cs,Ge,Cd,Br,0.911171154,1.190069,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2GeHgCl6,Cs,Ge,Hg,Cl,0.950536985,0.560086,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgGeCl6,Cs,Ge,Mg,Cl,1.029279693,3.098143,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgGeI6,Cs,Ge,Mg,I,0.986323305,1.496698,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,0.72,1.279,0.247,0,1.31,0,15.035,5,4,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2MgGeBr6,Cs,Ge,Mg,Br,1.011281207,2.33961,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2GePbCl6,Cs,Ge,Pb,Cl,0.941958131,1.49677,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2GePbI6,Cs,Ge,Pb,I,0.912973312,0.992915,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2GePbBr6,Cs,Ge,Pb,Br,0.929893849,1.103297,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2GeSrCl6,Cs,Ge,Sr,Cl,0.943661491,3.725273,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2GeSrI6,Cs,Ge,Sr,I,0.91442018,2.696568,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2GeSrBr6,Cs,Ge,Sr,Br,0.931488864,3.195046,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2ZnGeCl6,Cs,Ge,Zn,Cl,1.025235372,1.807094,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnGeI6,Cs,Ge,Zn,I,0.982962749,0.491754,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2ZnGeBr6,Cs,Ge,Zn,Br,1.007528772,1.134364,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgBaCl6,Cs,Mg,Ba,Cl,0.917126194,5.092159,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgBaI6,Cs,Mg,Ba,I,0.891807007,3.289571,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2MgBaBr6,Cs,Mg,Ba,Br,0.906607693,4.181654,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgCaCl6,Cs,Mg,Ca,Cl,0.977237462,5.281178,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1,1.69,0.539,0,1,2.37,11.871,7,6,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgCaI6,Cs,Mg,Ca,I,0.942809042,2.65333,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1,1.69,0.539,0,1,2.37,11.871,7,6,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2MgCaBr6,Cs,Mg,Ca,Br,0.962868808,4.040039,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1,1.69,0.539,0,1,2.37,11.871,7,6,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgCdCl6,Cs,Mg,Cd,Cl,0.923619123,2.757184,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgCdBr6,Cs,Mg,Cd,Br,0.912702534,1.517319,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgHgCl6,Cs,Mg,Hg,Cl,0.952271541,1.631823,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgGeCl6,Cs,Mg,Ge,Cl,1.029279693,3.098143,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgGeI6,Cs,Mg,Ge,I,0.986323305,1.496698,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2MgGeBr6,Cs,Mg,Ge,Br,1.011281207,2.33961,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgPbCl6,Cs,Mg,Pb,Cl,0.943661491,3.779056,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgPbI6,Cs,Mg,Pb,I,0.91442018,1.964527,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2MgPbBr6,Cs,Mg,Pb,Br,0.931488864,2.962519,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgPtCl6,Cs,Mg,Pt,Cl,1.062820376,1.317652,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgSrCl6,Cs,Mg,Sr,Cl,0.945371023,5.215115,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgSrI6,Cs,Mg,Sr,I,0.91587164,2.920109,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2MgSrBr6,Cs,Mg,Sr,Br,0.933089361,4.114328,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgZnCl6,Cs,Mg,Zn,Cl,1.027253552,2.570597,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgZnBr6,Cs,Mg,Zn,Br,1.009401502,1.225266,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.72,1.279,0.247,0,1.31,0,15.035,5,4,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2BaPbCl6,Cs,Pb,Ba,Cl,0.847150657,4.098637,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2BaPbI6,Cs,Pb,Ba,I,0.831410855,3.170683,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2BaPbBr6,Cs,Pb,Ba,Br,0.840647071,3.6435,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaPbCl6,Cs,Pb,Ca,Cl,0.898183829,4.34204,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1,1.69,0.539,0,1,2.37,11.871,7,6,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaPbI6,Cs,Pb,Ca,I,0.875567729,2.952687,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1,1.69,0.539,0,1,2.37,11.871,7,6,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaPbBr6,Cs,Pb,Ca,Br,0.888801977,3.745985,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1,1.69,0.539,0,1,2.37,11.871,7,6,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CdPbCl6,Cs,Pb,Cd,Cl,0.852687589,2.45863,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CdPbI6,Cs,Pb,Cd,I,0.836230628,1.103749,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CdPbBr6,Cs,Pb,Cd,Br,0.845884748,1.772262,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2HgPbCl6,Cs,Pb,Hg,Cl,0.877050092,1.226733,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2HgPbBr6,Cs,Pb,Hg,Br,0.868892813,0.697697,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2GePbCl6,Cs,Pb,Ge,Cl,0.941958131,1.49677,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2GePbI6,Cs,Pb,Ge,I,0.912973312,0.992915,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2GePbBr6,Cs,Pb,Ge,Br,0.929893849,1.103297,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgPbCl6,Cs,Pb,Mg,Cl,0.943661491,3.779056,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgPbI6,Cs,Pb,Mg,I,0.91442018,1.964527,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,0.72,1.279,0.247,0,1.31,0,15.035,5,4,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2MgPbBr6,Cs,Pb,Mg,Br,0.931488864,2.962519,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2SrPbCl6,Cs,Pb,Sr,Cl,0.87119333,4.275856,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2SrPbI6,Cs,Pb,Sr,I,0.852288233,3.146007,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2SrPbBr6,Cs,Pb,Sr,Br,0.863367262,3.706549,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2ZnPbCl6,Cs,Pb,Zn,Cl,0.940260909,2.477975,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnPbI6,Cs,Pb,Zn,I,0.911531017,0.94997,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2ZnPbBr6,Cs,Pb,Zn,Br,0.928304287,1.702139,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2BaPtCl6,Cs,Pt,Ba,Cl,0.941958131,1.256715,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaPtCl6,Cs,Pt,Ca,Cl,1.005481319,1.288322,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,1,1.69,0.539,0,1,2.37,11.871,7,6,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CdPtCl6,Cs,Pt,Cd,Cl,0.948808735,1.160944,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2PtHgCl6,Cs,Pt,Hg,Cl,0.979070928,0.249818,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgPtCl6,Cs,Pt,Mg,Cl,1.062820376,1.317652,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2SrPtCl6,Cs,Pt,Sr,Cl,0.971778034,1.21662,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnPtCl6,Cs,Pt,Zn,Cl,1.058508731,1.474434,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnPtBr6,Cs,Pt,Zn,Br,1.038351832,1.262289,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2SrBaCl6,Cs,Sr,Ba,Cl,0.848528137,4.929913,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2SrBaI6,Cs,Sr,Ba,I,0.832610582,3.630489,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2SrBaBr6,Cs,Sr,Ba,Br,0.8419504,4.204065,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaSrCl6,Cs,Sr,Ca,Cl,0.899732422,5.252909,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1,1.69,0.539,0,1,2.37,11.871,7,6,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaSrI6,Cs,Sr,Ca,I,0.876898379,3.759088,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1,1.69,0.539,0,1,2.37,11.871,7,6,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaSrBr6,Cs,Sr,Ca,Br,0.890259029,4.399875,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1,1.69,0.539,0,1,2.37,11.871,7,6,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2SrCdCl6,Cs,Sr,Cd,Cl,0.85408315,4.17397,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2SrCdI6,Cs,Sr,Cd,I,0.837444316,1.918492,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
