"formula","A","B1","B2","X","tolerance_factor","irA","rsA","rpA","rdA","XcA","eaA","ipA","hoalA","lualA","irB1","rsB1","rpB1","rdB1","XcB1","eaB1","ipB1","hoalB1","lualB1","irB2","rsB2","rpB2","rdB2","XcB2","eaB2","ipB2","hoalB2","lualB2","irX","rsX","rpX","rdX","XcX","eaX","ipX","hoalX","lualX" 
"Na2AuAsBr6","Na","Au","As","Br","0.8070895117461444","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.58","0.826","1.001","0.247","2.18","78.0","28.351","8","9","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuBiF6","Na","Au","Bi","F","0.9545064242319646","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.0","0.963","1.295","0.542","2.02","91.2","25.559","15","16","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuBiCl6","Na","Au","Bi","Cl","0.9069105009206221","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.0","0.963","1.295","0.542","2.02","91.2","25.559","15","16","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuBiI6","Na","Au","Bi","I","0.8799006393274541","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.0","0.963","1.295","0.542","2.02","91.2","25.559","15","16","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuBiBr6","Na","Au","Bi","Br","0.8955794771171772","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.0","0.963","1.295","0.542","2.02","91.2","25.559","15","16","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuBF6","Na","Au","B","F","0.894572299919725","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.27","0.769","0.776","0.0","2.04","26.7","37.93064","3","4","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuBCl6","Na","Au","B","Cl","0.8603580607592974","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.27","0.769","0.776","0.0","2.04","26.7","37.93064","3","4","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuBI6","Na","Au","B","I","0.8405673326025513","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.27","0.769","0.776","0.0","2.04","26.7","37.93064","3","4","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuBBr6","Na","Au","B","Br","0.8520891068255158","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.27","0.769","0.776","0.0","2.04","26.7","37.93064","3","4","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuCoF6","Na","Au","Co","F","0.8408001944600695","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuCoCl6","Na","Au","Co","Cl","0.817612176981735","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuCoI6","Na","Au","Co","I","0.8039630544607143","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuCoBr6","Na","Au","Co","Br","0.8119306656297973","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.545","1.181","0.355","0.0","1.88","118.4","33.5","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuCrF6","Na","Au","Cr","F","0.8281293626813385","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuCrCl6","Na","Au","Cr","Cl","0.8074011417651925","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuCrI6","Na","Au","Cr","I","0.7951490507313094","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuCrBr6","Na","Au","Cr","Br","0.802305746646887","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.615","1.453","0.416","0.0","1.66","64.3","30.96","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuCuF6","Na","Au","Cu","F","0.8417201071454743","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuCuCl6","Na","Au","Cu","Cl","0.8183514284979935","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuCuI6","Na","Au","Cu","I","0.8046001091789874","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuCuBr6","Na","Au","Cu","Br","0.812627004108039","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.54","1.191","0.325","0.312","1.9","118.4","36.841","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuFeF6","Na","Au","Fe","F","0.8398822903176458","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuFeCl6","Na","Au","Fe","Cl","0.8168742598544952","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuFeI6","Na","Au","Fe","I","0.803327007740413","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuFeBr6","Na","Au","Fe","Br","0.8112355195119637","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.55","1.227","0.373","0.365","1.83","15.7","30.652","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuGaF6","Na","Au","Ga","F","0.827238901001036","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuGaCl6","Na","Au","Ga","Cl","0.8066815329044392","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuGaI6","Na","Au","Ga","I","0.7945268683754945","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuGaBr6","Na","Au","Ga","Br","0.801626976979673","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.62","0.96","0.298","0.276","1.81","28.9","30.71","8","9","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuInF6","Na","Au","In","F","0.7964101220817428","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuInCl6","Na","Au","In","Cl","0.781603350534353","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuInI6","Na","Au","In","I","0.7727590089679468","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuInBr6","Na","Au","In","Br","0.7779335687930816","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.8","1.093","1.382","0.483","1.78","28.9","28.03","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuMnF6","Na","Au","Mn","F","0.8344166788839084","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuMnCl6","Na","Au","Mn","Cl","0.8124745780240402","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuMnI6","Na","Au","Mn","I","0.7995317620345528","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuMnBr6","Na","Au","Mn","Br","0.8070895117461444","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.58","1.278","0.392","0.389","1.55","0.0","33.668","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuMoF6","Na","Au","Mo","F","0.814970527469241","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuMoCl6","Na","Au","Mo","Cl","0.7967400351397718","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuMoI6","Na","Au","Mo","I","0.7859174441051718","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuMoBr6","Na","Au","Mo","Br","0.7922433836036566","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.69","1.52","0.56","0.702","2.16","71.9","27.13","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuNF6","Na","Au","N","F","0.9180574915643955","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuNCl6","Na","Au","N","Cl","0.8787346406978455","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuNI6","Na","Au","N","I","0.8561596439999005","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuNBr6","Na","Au","N","Br","0.8692872355871316","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.16","0.521","0.488","0.0","3.04","112.0","47.44924","3","4","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuNbF6","Na","Au","Nb","F","0.809823345190488","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuNbCl6","Na","Au","Nb","Cl","0.7925540104367609","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuNbI6","Na","Au","Nb","I","0.7822845437472127","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuNbBr6","Na","Au","Nb","Br","0.7882887577287633","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.72","1.589","0.586","0.747","1.6","86.1","25.04","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuNiF6","Na","Au","Ni","F","0.830812287182466","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuNiCl6","Na","Au","Ni","Cl","0.8095676922350454","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuNiI6","Na","Au","Ni","I","0.7970214582291066","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuNiBr6","Na","Au","Ni","Br","0.8043489701103339","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.6","1.139","0.339","0.325","1.91","112.0","35.19","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuPF6","Na","Au","P","F","0.8605505345983931","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuPCl6","Na","Au","P","Cl","0.8334223571996141","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuPI6","Na","Au","P","I","0.8175566326762335","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuPBr6","Na","Au","P","Br","0.8268089762565214","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.44","0.803","0.919","0.0","2.19","71.0","30.2027","5","6","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuPdF6","Na","Au","Pd","F","0.8030607285291895","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuPdCl6","Na","Au","Pd","Cl","0.7870405912337225","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuPdI6","Na","Au","Pd","I","0.7774926016721916","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuPdBr6","Na","Au","Pd","Br","0.783076931231383","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.76","0.0","0.497","0.567","2.2","53.7","31.9373","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuRhF6","Na","Au","Rh","F","0.8193100936431986","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuRhCl6","Na","Au","Rh","Cl","0.8002623164622288","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuRhI6","Na","Au","Rh","I","0.7889707364288128","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuRhBr6","Na","Au","Rh","Br","0.7955693423929249","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.665","1.364","0.496","0.589","2.28","109.7","31.06","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuRuF6","Na","Au","Ru","F","0.8167008258290482","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuRuCl6","Na","Au","Ru","Cl","0.7981452203869319","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuRuI6","Na","Au","Ru","I","0.7871359207626992","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuRuBr6","Na","Au","Ru","Br","0.7935704244472138","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.68","1.41","0.515","0.622","2.2","101.3","28.47","10","11","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuSbF6","Na","Au","Sb","F","0.8030607285291895","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuSbCl6","Na","Au","Sb","Cl","0.7870405912337225","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuSbI6","Na","Au","Sb","I","0.7774926016721916","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuSbBr6","Na","Au","Sb","Br","0.783076931231383","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.76","0.969","1.193","0.44","2.05","103.2","25.3","11","12","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuScF6","Na","Au","Sc","F","0.8055834323884435","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuScCl6","Na","Au","Sc","Cl","0.7890991106528167","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuScI6","Na","Au","Sc","I","0.779282684408198","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuScBr6","Na","Au","Sc","Br","0.785023269917128","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.745","1.57","0.5","0.539","1.36","18.1","24.75666","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuTiF6","Na","Au","Ti","F","0.8184384871605995","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuTiCl6","Na","Au","Ti","Cl","0.7995553709529865","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
"Na2AuTiI6","Na","Au","Ti","I","0.7883581815092251","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","2.2","0.876","1.044","0.406","2.66","295.2","10.45126","12","11"
"Na2AuTiBr6","Na","Au","Ti","Br","0.7949019184479643","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.67","1.477","0.468","0.489","1.54","7.6","27.4917","7","8","1.96","0.73","0.851","0.224","2.96","324.6","11.81381","9","8"
"Na2AuVF6","Na","Au","V","F","0.8236961219817597","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","1.33","0.396","0.36","0.0","3.98","328.0","17.42282","4","3"
"Na2AuVCl6","Na","Au","V","Cl","0.8038158791463417","1.39","1.713","0.278","0.0","0.93","52.8","5.13908","4","5","1.37","1.187","0.51","0.634","2.54","222.8","9.2255","14","15","0.64","1.453","0.416","0.427","1.63","50.6","29.311","7","8","1.81","0.66","0.725","0.0","3.16","349.0","12.96764","6","5"
